iid;title;year;Animation;Adventure;Children;Comedy;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Mystery;Sci-Fi;War;Musical;Documentary;IMAX;Western;Film-Noir;(no genres listed);directors;actors;writers
431;Cinema Paradiso;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
432;Cook the Thief His Wife & Her Lover;1980;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
433;Delicatessen;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
434;Paths of Glory;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
435;Grifters;1990;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;;;
436;English Patient;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
437;Sex, Lies, and Videotape;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
438;Strictly Ballroom;1990;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
439;Thin Blue Line;1980;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
440;One Flew Over the Cuckoo's Nest;1970;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
441;Cheech and Chong's Up in Smoke;1970;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
442;Star Wars: Episode V - The Empire Strikes Back;1980;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
443;Princess Bride;1980;False;True;False;True;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
444;Raiders of the Lost Ark;1980;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
445;Brazil;1980;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
446;Aliens;1980;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;;;
447;Good, the Bad and the Ugly;1960;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;;;
448;12 Angry Men;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
449;Lawrence of Arabia;1960;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
450;Clockwork Orange;1970;False;False;False;False;False;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;;;
451;To Kill a Mockingbird;1960;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
452;Apocalypse Now;1970;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
453;Once Upon a Time in the West;1960;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;;;
454;Star Wars: Episode VI - Return of the Jedi;1980;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
455;Wings of Desire;1980;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
456;Third Man;1950;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;;;
457;Goodfellas;1990;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
458;Alien;1970;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;;;
459;Army of Darkness;1990;False;True;False;True;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
460;Big Blue;1980;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
461;Ran;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
462;Killer;1980;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
463;Psycho;1960;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
464;Blues Brothers;1980;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;;;
465;Godfather: Part II;1970;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
466;Full Metal Jacket;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
467;Grand Day Out with Wallace and Gromit;1980;True;True;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
468;Henry V;1980;False;False;False;False;False;True;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
469;Amadeus;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
470;Once Upon a Time in America;1980;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
471;Raging Bull;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
472;Annie Hall;1970;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
473;Right Stuff;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
474;Boot, Das;1980;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
475;Sting;1970;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
476;Harold and Maude;1970;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
477;Seventh Seal;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
478;Terminator;1980;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
479;Glory;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
480;Rosencrantz and Guildenstern Are Dead;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
481;Manhattan;1970;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
482;Miller's Crossing;1990;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;True;False;;;
483;Dead Poets Society;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
484;Graduate;1960;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
485;Touch of Evil;1950;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;;;
486;Femme Nikita, La;1990;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
487;Bridge on the River Kwai;1950;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
488;8 1/2;1960;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
489;Chinatown;1970;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;True;False;;;
490;Day the Earth Stood Still;1950;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;;;
491;Treasure of the Sierra Madre;1950;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;;;
492;Duck Soup;1950;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;;;
493;Better Off Dead...;1980;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
494;Shining;1980;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
495;Stand by Me;1980;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
496;M;1950;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;;;
497;Evil Dead II;1980;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
498;Great Escape;1960;False;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
499;Deer Hunter;1970;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
500;Groundhog Day;1990;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
501;Unforgiven;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;;;
502;Manchurian Candidate;1960;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;;;
503;Arsenic and Old Lace;1950;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
504;Back to the Future;1980;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
505;Fried Green Tomatoes;1990;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
506;Patton;1970;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
507;Down by Law;1980;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;;;
508;Akira;1980;True;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
509;Highlander;1980;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
510;Cool Hand Luke;1960;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
511;Cyrano de Bergerac;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
512;Young Frankenstein;1970;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
513;Great Dictator;1950;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
514;Fantasia;1950;True;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
515;High Noon;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;;;
516;Big Sleep;1950;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;;;
517;Heathers;1980;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
518;Ben-Hur;1950;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
519;This Is Spinal Tap;1980;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
520;Koyaanisqatsi;1980;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
521;Indiana Jones and the Last Crusade;1980;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
522;Being There;1970;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
523;Gandhi;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
524;Unbearable Lightness of Being;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
525;Room with a View;1980;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
526;Real Genius;1980;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
527;Pink Floyd: The Wall;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
528;Killing Fields;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
529;Forbidden Planet;1950;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
530;Field of Dreams;1980;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
531;Man Who Would Be King;1970;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
532;Butch Cassidy and the Sundance Kid;1960;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;;;
533;When Harry Met Sally...;1980;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
534;Alien³;1990;False;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;;;
535;American Werewolf in London;1980;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
536;Amityville Horror;1970;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False;;;
537;Birds;1960;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
538;Dracula;1990;False;False;False;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
539;Candyman;1990;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
540;Cape Fear;1990;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
541;Cape Fear;1960;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
542;Carrie;1970;False;False;False;False;True;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
543;Nightmare on Elm Street;1980;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
544;Nosferatu;1950;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
545;Omen;1970;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;;;
546;Star Trek: First Contact;1990;False;True;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
547;Shine;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
548;Sling Blade;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
549;Jingle All the Way;1990;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
550;101 Dalmatians;1990;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
551;Die Hard 2;1990;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
552;Star Trek: The Motion Picture;1970;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
553;Star Trek VI: The Undiscovered Country;1990;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;;;
554;Star Trek V: The Final Frontier;1980;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
555;Star Trek II: The Wrath of Khan;1980;False;True;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
556;Star Trek III: The Search for Spock;1980;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
557;Star Trek IV: The Voyage Home;1980;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
558;Batman Returns;1990;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
559;Young Guns;1980;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;;;
560;Young Guns II;1990;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;;;
561;Grease;1970;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
562;Grease 2;1980;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
563;Under Siege;1990;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
564;Jaws;1970;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
565;Jaws 2;1970;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
566;Mars Attacks!;1990;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
567;Jerry Maguire;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
568;Raising Arizona;1980;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
569;Sneakers;1990;False;False;False;True;False;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;;;
570;Beavis and Butt-Head Do America;1990;True;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
571;Scream;1990;False;False;False;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;;;
572;Last of the Mohicans;1990;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;;;
573;Michael;1990;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
574;Hamlet;1990;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
575;Evita;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
576;First Strike;1990;False;True;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
577;Beverly Hills Ninja;1990;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
578;Dante's Peak;1990;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
579;Benny & Joon;1990;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
580;Waiting for Guffman;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
581;Fools Rush In;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
582;Absolute Power;1990;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
583;Lost Highway;1990;False;False;False;False;True;True;True;False;True;False;False;True;False;False;False;False;False;False;True;False;;;
584;Donnie Brasco;1990;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
585;Jungle2Jungle;1990;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
586;Private Parts;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
587;Saint;1990;False;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
588;Smilla's Sense of Snow;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
589;Crash;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
590;Liar Liar;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
591;Devil's Own;1990;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
592;Anaconda;1990;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
593;Grosse Pointe Blank;1990;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
594;Romy and Michele's High School Reunion;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
595;Volcano;1990;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
596;Austin Powers: International Man of Mystery;1990;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
597;Breakdown;1990;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
598;Fifth Element;1990;False;True;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
599;Shall We Dance?;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
600;Lost World: Jurassic Park;1990;False;True;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
601;Con Air;1990;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
602;Speed 2: Cruise Control;1990;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
603;Batman & Robin;1990;False;True;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
604;Hercules;1990;True;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
605;My Best Friend's Wedding;1990;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
606;Face/Off;1990;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
607;Men in Black;1990;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
608;Contact;1990;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
609;G.I. Jane;1990;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
610;Conan the Barbarian;1980;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
611;George of the Jungle;1990;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
612;Cop Land;1990;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
613;Event Horizon;1990;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;;;
614;Spawn;1990;False;True;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
615;Conspiracy Theory;1990;False;False;False;False;False;True;True;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
616;Mimic;1990;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;;;
617;Air Force One;1990;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
618;Hunt for Red October;1990;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
619;In & Out;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
620;Edge;1990;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
621;Peacemaker;1990;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;;;
622;L.A. Confidential;1990;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;True;False;;;
623;Seven Years in Tibet;1990;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
624;Kiss the Girls;1990;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;;;
625;Game;1990;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
626;Ice Storm;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
627;Chasing Amy;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
628;Full Monty;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
629;I Know What You Did Last Summer;1990;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;;;
630;The Devil's Advocate;1990;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
631;Gattaca;1990;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;;;
632;Stripes;1980;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
633;Bean;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
634;Rainmaker;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
635;Boogie Nights;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
636;Witness;1980;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
637;Starship Troopers;1990;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
638;Sliding Doors;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
639;Truman Show;1990;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
640;Jackal;1990;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
641;Anastasia;1990;True;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
642;Alien: Resurrection;1990;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;;;
643;Amistad;1990;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
644;Flubber;1990;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
645;Good Will Hunting;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
646;Midnight in the Garden of Good and Evil;1990;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;;;
647;Scream 2;1990;False;False;False;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;;;
648;Sweet Hereafter;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
649;Titanic;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
650;Tomorrow Never Dies;1990;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
651;Postman;1990;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
652;Jackie Brown;1990;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
653;Big Lebowski;1990;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
654;Great Expectations;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
655;Wag the Dog;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
656;Dark City;1990;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;;;
657;Half Baked;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
658;Fallen;1990;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
659;Replacement Killers;1990;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
660;Blues Brothers 2000;1990;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;;;
661;Wedding Singer;1990;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
662;Sphere;1990;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;;
663;As Good as It Gets;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
664;U.S. Marshals;1990;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
665;Suicide Kings;1990;False;False;False;True;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;;;
666;Man in the Iron Mask;1990;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
667;Wild Things;1990;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;;;
668;Primary Colors;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
669;Lost in Space;1990;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
670;Mercury Rising;1990;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
671;Spanish Prisoner;1990;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;;;
672;City of Angels;1990;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
673;Zero Effect;1990;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
674;Borrowers;1990;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
675;Deep Impact;1990;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;;;
676;Godzilla;1990;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
677;Bulworth;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
